period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,generation,generation-units
2020-07,62052,Citizens Imperial Solar,SUN,Solar,CA,California,PV,8769.0,megawatthours
2019-11,61013,Marin Clean Energy Solar One,SUN,Solar,CA,California,ALL,1121.11,megawatthours
2019-11,61013,Marin Clean Energy Solar One,SUN,Solar,CA,California,PV,1121.11,megawatthours
2020-05,60336,Midway Solar Farm 1,SUN,Solar,CA,California,ALL,16394.0,megawatthours
2020-05,60336,Midway Solar Farm 1,SUN,Solar,CA,California,PV,16394.0,megawatthours
2019-11,59283,California PV Energy at ISD WWTP,SUN,Solar,CA,California,ALL,108.99,megawatthours
2019-11,59283,California PV Energy at ISD WWTP,SUN,Solar,CA,California,PV,108.99,megawatthours
2021-04,59317,Hecate Energy Beacon Solar 4,SUN,Solar,CA,California,ALL,13016.0,megawatthours
2021-04,59317,Hecate Energy Beacon Solar 4,SUN,Solar,CA,California,PV,13016.0,megawatthours
2021-06,60336,Midway Solar Farm 1,SUN,Solar,CA,California,ALL,13399.0,megawatthours
2021-06,60336,Midway Solar Farm 1,SUN,Solar,CA,California,PV,13399.0,megawatthours
2021-02,58056,"Irwindale Brew Yard, LLC",SUN,Solar,CA,California,ALL,0.0,megawatthours
2021-02,58056,"Irwindale Brew Yard, LLC",SUN,Solar,CA,California,PV,0.0,megawatthours
2019-11,60824,Valley Sanitary District WTP Solar,SUN,Solar,CA,California,ALL,103.45,megawatthours
2019-11,60824,Valley Sanitary District WTP Solar,SUN,Solar,CA,California,PV,103.45,megawatthours
2019-11,60825,Colgreen North Shore Solar Farm,SUN,Solar,CA,California,ALL,9980.0,megawatthours
2019-11,60825,Colgreen North Shore Solar Farm,SUN,Solar,CA,California,PV,9980.0,megawatthours
2019-11,60844,Genentech Vacaville Meter #1,SUN,Solar,CA,California,ALL,693.29,megawatthours
2019-11,60844,Genentech Vacaville Meter #1,SUN,Solar,CA,California,PV,693.29,megawatthours
2019-11,59421,SCE-Snowline-White Road (South),SUN,Solar,CA,California,ALL,212.66,megawatthours
2019-11,59421,SCE-Snowline-White Road (South),SUN,Solar,CA,California,PV,212.66,megawatthours
2019-11,59422,SCE-Snowline-White Road (North),SUN,Solar,CA,California,ALL,216.66,megawatthours
2019-11,59422,SCE-Snowline-White Road (North),SUN,Solar,CA,California,PV,216.66,megawatthours
2019-11,59423,SCE-Snowline-White Rd (Central),SUN,Solar,CA,California,ALL,217.6,megawatthours
2019-11,59423,SCE-Snowline-White Rd (Central),SUN,Solar,CA,California,PV,217.6,megawatthours
2019-11,59431,Sierra Solar Greenworks,SUN,Solar,CA,California,ALL,2364.85,megawatthours
2019-11,59431,Sierra Solar Greenworks,SUN,Solar,CA,California,PV,2364.85,megawatthours
2019-11,59440,"Adelanto Solar II, LLC",SUN,Solar,CA,California,ALL,1014.11,megawatthours
2019-11,59440,"Adelanto Solar II, LLC",SUN,Solar,CA,California,PV,1014.11,megawatthours
2019-11,59441,"Adelanto Solar, LLC",SUN,Solar,CA,California,ALL,3329.32,megawatthours
2019-11,59441,"Adelanto Solar, LLC",SUN,Solar,CA,California,PV,3329.32,megawatthours
2019-11,59443,"TA-Acacia, LLC",SUN,Solar,CA,California,ALL,3206.02,megawatthours
2019-11,59443,"TA-Acacia, LLC",SUN,Solar,CA,California,PV,3206.02,megawatthours
2019-11,60509,Valley Center,SUN,Solar,CA,California,ALL,311.95,megawatthours
2019-11,60509,Valley Center,SUN,Solar,CA,California,PV,311.95,megawatthours
2019-11,60516,Granger,SUN,Solar,CA,California,ALL,399.25,megawatthours
2019-11,60516,Granger,SUN,Solar,CA,California,PV,399.25,megawatthours
2019-11,60846,US GSA - Sacramento,SUN,Solar,CA,California,ALL,113.6,megawatthours
2019-11,60846,US GSA - Sacramento,SUN,Solar,CA,California,PV,113.6,megawatthours
2019-11,60861,Dept of General Services -FTB,SUN,Solar,CA,California,ALL,289.71,megawatthours
2019-11,60861,Dept of General Services -FTB,SUN,Solar,CA,California,PV,289.71,megawatthours
2019-11,62687,American Canyon Solar,SUN,Solar,CA,California,ALL,309.78,megawatthours
2019-11,62687,American Canyon Solar,SUN,Solar,CA,California,PV,309.78,megawatthours
2021-06,62177,"Desert Harvest, LLC",SUN,Solar,CA,California,ALL,24993.0,megawatthours
2021-06,62177,"Desert Harvest, LLC",SUN,Solar,CA,California,PV,24993.0,megawatthours
2021-06,62178,"Maverick Solar, LLC",SUN,Solar,CA,California,ALL,37901.0,megawatthours
2021-06,62178,"Maverick Solar, LLC",SUN,Solar,CA,California,PV,37901.0,megawatthours
2019-10,58889,ASTI,SUN,Solar,CA,California,ALL,110.58,megawatthours
2019-10,58889,ASTI,SUN,Solar,CA,California,PV,110.58,megawatthours
2019-10,57295,Alpine Solar,SUN,Solar,CA,California,ALL,13438.01,megawatthours
2019-10,57295,Alpine Solar,SUN,Solar,CA,California,PV,13438.01,megawatthours
2019-10,57305,Adelanto Solar Project,SUN,Solar,CA,California,ALL,1105.91,megawatthours
2019-10,57305,Adelanto Solar Project,SUN,Solar,CA,California,PV,1105.91,megawatthours
2019-10,57306,Pine Tree Solar Project,SUN,Solar,CA,California,ALL,1102.18,megawatthours
2019-10,57306,Pine Tree Solar Project,SUN,Solar,CA,California,PV,1102.18,megawatthours
2019-10,57308,Maclay Solar Project,SUN,Solar,CA,California,ALL,105.38,megawatthours
2019-10,57308,Maclay Solar Project,SUN,Solar,CA,California,PV,105.38,megawatthours
2019-10,57309,Pacific Cruise Ship Terminals Berth 93,SUN,Solar,CA,California,ALL,0.0,megawatthours
2019-10,57309,Pacific Cruise Ship Terminals Berth 93,SUN,Solar,CA,California,PV,0.0,megawatthours
2019-10,57310,1420 Coil Av #C,SUN,Solar,CA,California,ALL,154.47,megawatthours
2019-10,57310,1420 Coil Av #C,SUN,Solar,CA,California,PV,154.47,megawatthours
2019-10,57311,Occidental College Solar Project,SUN,Solar,CA,California,ALL,153.25,megawatthours
2019-10,57311,Occidental College Solar Project,SUN,Solar,CA,California,PV,153.25,megawatthours
2019-10,57313,Metro Support Services Center Solar,SUN,Solar,CA,California,ALL,94.45,megawatthours
2019-10,57313,Metro Support Services Center Solar,SUN,Solar,CA,California,PV,94.45,megawatthours
2019-10,57331,Mojave Solar Project,SUN,Solar,CA,California,ALL,47293.0,megawatthours
2019-10,57331,Mojave Solar Project,SUN,Solar,CA,California,ST,47293.0,megawatthours
2021-06,62288,"Valentine Solar, LLC",SUN,Solar,CA,California,ALL,31209.0,megawatthours
2021-06,62288,"Valentine Solar, LLC",SUN,Solar,CA,California,PV,31209.0,megawatthours
2019-10,58890,Beringer,SUN,Solar,CA,California,ALL,107.72,megawatthours
2019-10,58890,Beringer,SUN,Solar,CA,California,PV,107.72,megawatthours
2019-10,58906,Valley Center 1,SUN,Solar,CA,California,ALL,484.48,megawatthours
2019-10,58906,Valley Center 1,SUN,Solar,CA,California,PV,484.48,megawatthours
2019-10,58907,Valley Center 2,SUN,Solar,CA,California,ALL,895.15,megawatthours
2019-10,58907,Valley Center 2,SUN,Solar,CA,California,PV,895.15,megawatthours
2019-10,58909,Ramona 1,SUN,Solar,CA,California,ALL,387.43,megawatthours
2019-10,58909,Ramona 1,SUN,Solar,CA,California,PV,387.43,megawatthours
2019-10,58911,Ramona 2,SUN,Solar,CA,California,ALL,808.16,megawatthours
2019-10,58911,Ramona 2,SUN,Solar,CA,California,PV,808.16,megawatthours
2019-10,58912,Santa Fe Springs Rooftop Solar BLDG M,SUN,Solar,CA,California,ALL,204.25,megawatthours
2019-10,58912,Santa Fe Springs Rooftop Solar BLDG M,SUN,Solar,CA,California,PV,204.25,megawatthours
2019-10,58913,Santa Fe Springs Rooftop Solar BLDG H,SUN,Solar,CA,California,ALL,265.74,megawatthours
2019-10,58913,Santa Fe Springs Rooftop Solar BLDG H,SUN,Solar,CA,California,PV,265.74,megawatthours
2019-10,58918,2081 Terzian Solar Project,SUN,Solar,CA,California,ALL,133.13,megawatthours
2019-10,58918,2081 Terzian Solar Project,SUN,Solar,CA,California,PV,133.13,megawatthours
2019-10,58919,2127 Harris Solar Project,SUN,Solar,CA,California,ALL,209.02,megawatthours
2019-10,58919,2127 Harris Solar Project,SUN,Solar,CA,California,PV,209.02,megawatthours
2019-10,58920,2097 Helton Solar Project,SUN,Solar,CA,California,ALL,230.36,megawatthours
2019-10,58920,2097 Helton Solar Project,SUN,Solar,CA,California,PV,230.36,megawatthours
2019-10,58698,Mira Loma,SUN,Solar,CA,California,ALL,230.79,megawatthours
2019-10,58698,Mira Loma,SUN,Solar,CA,California,PV,230.79,megawatthours
2019-10,58711,Lost Hills/Blackwell,SUN,Solar,CA,California,ALL,7407.26,megawatthours
2019-10,58711,Lost Hills/Blackwell,SUN,Solar,CA,California,PV,7407.26,megawatthours
2019-10,58713,North Star Solar,SUN,Solar,CA,California,ALL,12980.94,megawatthours
2019-10,58713,North Star Solar,SUN,Solar,CA,California,PV,12980.94,megawatthours
2019-10,58718,Orion Solar I,SUN,Solar,CA,California,ALL,2355.27,megawatthours
2019-10,58718,Orion Solar I,SUN,Solar,CA,California,PV,2355.27,megawatthours
2019-10,58721,Orion Solar II,SUN,Solar,CA,California,ALL,669.39,megawatthours
2019-10,58721,Orion Solar II,SUN,Solar,CA,California,PV,669.39,megawatthours
2020-08,60825,Colgreen North Shore Solar Farm,SUN,Solar,CA,California,ALL,19759.0,megawatthours
2020-08,60825,Colgreen North Shore Solar Farm,SUN,Solar,CA,California,PV,19759.0,megawatthours
2019-10,56813,CSU Fresno Solar Project,SUN,Solar,CA,California,ALL,128.8,megawatthours
2019-10,56813,CSU Fresno Solar Project,SUN,Solar,CA,California,PV,128.8,megawatthours
2020-06,10439,SEGS III,SUN,Solar,CA,California,ALL,0.0,megawatthours
2020-06,10439,SEGS III,SUN,Solar,CA,California,ST,0.0,megawatthours
2020-06,10440,SEGS IV,SUN,Solar,CA,California,ALL,0.0,megawatthours
2020-06,10440,SEGS IV,SUN,Solar,CA,California,ST,0.0,megawatthours
2020-06,10441,SEGS V,SUN,Solar,CA,California,ALL,0.0,megawatthours
2020-06,10441,SEGS V,SUN,Solar,CA,California,ST,0.0,megawatthours
2020-06,10442,SEGS VI,SUN,Solar,CA,California,ALL,0.0,megawatthours
2020-06,10442,SEGS VI,SUN,Solar,CA,California,ST,0.0,megawatthours
2020-06,10443,SEGS VII,SUN,Solar,CA,California,ALL,0.0,megawatthours
2020-06,10443,SEGS VII,SUN,Solar,CA,California,ST,0.0,megawatthours
2020-06,10444,SEGS VIII,SUN,Solar,CA,California,ALL,13415.0,megawatthours
2020-06,10444,SEGS VIII,SUN,Solar,CA,California,ST,13415.0,megawatthours
2020-06,10446,SEGS IX,SUN,Solar,CA,California,ALL,17217.0,megawatthours
2020-06,10446,SEGS IX,SUN,Solar,CA,California,ST,17217.0,megawatthours
2019-10,58748,North Bay Solar 1,SUN,Solar,CA,California,ALL,206.68,megawatthours
2019-10,58748,North Bay Solar 1,SUN,Solar,CA,California,PV,206.68,megawatthours
2019-10,58750,Lancaster Dry Farm Ranch B,SUN,Solar,CA,California,ALL,1125.33,megawatthours
2019-10,58750,Lancaster Dry Farm Ranch B,SUN,Solar,CA,California,PV,1125.33,megawatthours
2019-10,58751,Rodeo Solar C2,SUN,Solar,CA,California,ALL,319.86,megawatthours
2019-10,58751,Rodeo Solar C2,SUN,Solar,CA,California,PV,319.86,megawatthours
2019-10,58752,Rodeo Solar D2,SUN,Solar,CA,California,ALL,303.91,megawatthours
2019-10,58752,Rodeo Solar D2,SUN,Solar,CA,California,PV,303.91,megawatthours
2019-10,58753,Summer Solar A2,SUN,Solar,CA,California,ALL,323.42,megawatthours
2019-10,58753,Summer Solar A2,SUN,Solar,CA,California,PV,323.42,megawatthours
2019-10,58754,Summer Solar B2,SUN,Solar,CA,California,ALL,324.11,megawatthours
2019-10,58754,Summer Solar B2,SUN,Solar,CA,California,PV,324.11,megawatthours
2019-10,58755,Summer Solar C2,SUN,Solar,CA,California,ALL,302.34,megawatthours
2019-10,58755,Summer Solar C2,SUN,Solar,CA,California,PV,302.34,megawatthours
2019-10,58756,Summer Solar D2,SUN,Solar,CA,California,ALL,195.41,megawatthours
2019-10,58756,Summer Solar D2,SUN,Solar,CA,California,PV,195.41,megawatthours
2019-10,58757,Summer North Solar,SUN,Solar,CA,California,ALL,1244.24,megawatthours
2019-10,58757,Summer North Solar,SUN,Solar,CA,California,PV,1244.24,megawatthours
2019-10,58761,Expressway Solar A,SUN,Solar,CA,California,ALL,420.21,megawatthours
2019-10,58761,Expressway Solar A,SUN,Solar,CA,California,PV,420.21,megawatthours
2019-10,58762,Expressway Solar B,SUN,Solar,CA,California,ALL,370.25,megawatthours
2019-10,58762,Expressway Solar B,SUN,Solar,CA,California,PV,370.25,megawatthours
2019-10,58763,Expressway Solar C2,SUN,Solar,CA,California,ALL,310.41,megawatthours
2019-10,58763,Expressway Solar C2,SUN,Solar,CA,California,PV,310.41,megawatthours
2020-05,58169,CSUF Trigeneration,SUN,Solar,CA,California,ALL,719.0,megawatthours
2020-05,58169,CSUF Trigeneration,SUN,Solar,CA,California,PV,719.0,megawatthours
2020-08,60185,Solverde 1,SUN,Solar,CA,California,ALL,22087.0,megawatthours
2020-08,60185,Solverde 1,SUN,Solar,CA,California,PV,22087.0,megawatthours
2020-08,60186,Antelope DSR 1,SUN,Solar,CA,California,ALL,12902.0,megawatthours
2020-08,60186,Antelope DSR 1,SUN,Solar,CA,California,PV,12902.0,megawatthours
2020-08,60237,Midway Solar Farm II,SUN,Solar,CA,California,ALL,8032.0,megawatthours
2020-08,60237,Midway Solar Farm II,SUN,Solar,CA,California,PV,8032.0,megawatthours
2020-08,60324,"Willow Spring Solar, LLC",SUN,Solar,CA,California,ALL,27115.0,megawatthours
2020-08,60324,"Willow Spring Solar, LLC",SUN,Solar,CA,California,PV,27115.0,megawatthours
2020-08,60336,Midway Solar Farm 1,SUN,Solar,CA,California,ALL,8295.0,megawatthours
2020-08,60336,Midway Solar Farm 1,SUN,Solar,CA,California,PV,8295.0,megawatthours
2021-06,59308,Beacon Solar Plant Site 5,SUN,Solar,CA,California,ALL,10765.0,megawatthours
2021-06,59308,Beacon Solar Plant Site 5,SUN,Solar,CA,California,PV,10765.0,megawatthours
2021-06,59309,Beacon Solar Plant Site 2,SUN,Solar,CA,California,ALL,13878.0,megawatthours
2021-06,59309,Beacon Solar Plant Site 2,SUN,Solar,CA,California,PV,13878.0,megawatthours
2021-06,59315,Hecate Energy Beacon Solar 1,SUN,Solar,CA,California,ALL,15550.0,megawatthours
2021-06,59315,Hecate Energy Beacon Solar 1,SUN,Solar,CA,California,PV,15550.0,megawatthours
2021-06,59316,Hecate Energy Beacon Solar 3,SUN,Solar,CA,California,ALL,15413.0,megawatthours
2021-06,59316,Hecate Energy Beacon Solar 3,SUN,Solar,CA,California,PV,15413.0,megawatthours
2021-06,59317,Hecate Energy Beacon Solar 4,SUN,Solar,CA,California,ALL,13842.0,megawatthours
2021-06,59317,Hecate Energy Beacon Solar 4,SUN,Solar,CA,California,PV,13842.0,megawatthours
2019-10,56875,Sacramento Soleil LLC,SUN,Solar,CA,California,ALL,125.41,megawatthours
2019-10,56875,Sacramento Soleil LLC,SUN,Solar,CA,California,PV,125.41,megawatthours
2020-08,60491,Springbok 3 Solar Farm Hybrid,SUN,Solar,CA,California,ALL,23424.0,megawatthours
2020-08,60491,Springbok 3 Solar Farm Hybrid,SUN,Solar,CA,California,PV,23424.0,megawatthours
2020-06,61750,Wistaria Ranch Solar,SUN,Solar,CA,California,ALL,26686.0,megawatthours
2020-06,61750,Wistaria Ranch Solar,SUN,Solar,CA,California,PV,26686.0,megawatthours
2021-06,58056,"Irwindale Brew Yard, LLC",SUN,Solar,CA,California,ALL,0.0,megawatthours
2021-06,58056,"Irwindale Brew Yard, LLC",SUN,Solar,CA,California,PV,0.0,megawatthours
2021-06,59525,Wright Solar Park,SUN,Solar,CA,California,ALL,64803.0,megawatthours
2021-06,59525,Wright Solar Park,SUN,Solar,CA,California,PV,64803.0,megawatthours
2021-06,59531,Borden Solar Farm,SUN,Solar,CA,California,ALL,15635.0,megawatthours
2021-06,59531,Borden Solar Farm,SUN,Solar,CA,California,PV,15635.0,megawatthours
2021-06,58388,Solar Star 1,SUN,Solar,CA,California,ALL,98531.0,megawatthours
2021-06,58388,Solar Star 1,SUN,Solar,CA,California,PV,98531.0,megawatthours
2021-06,58389,Solar Star 2,SUN,Solar,CA,California,ALL,86732.0,megawatthours
2021-06,58389,Solar Star 2,SUN,Solar,CA,California,PV,86732.0,megawatthours
2019-10,57217,Solar Photovoltaic Project #03,SUN,Solar,CA,California,ALL,81.7,megawatthours
2019-10,57217,Solar Photovoltaic Project #03,SUN,Solar,CA,California,PV,81.7,megawatthours
2019-10,57219,Solar Photovoltaic Project #05,SUN,Solar,CA,California,ALL,258.89,megawatthours
2019-10,57219,Solar Photovoltaic Project #05,SUN,Solar,CA,California,PV,258.89,megawatthours
2019-10,57220,Solar Photovoltaic Project #06,SUN,Solar,CA,California,ALL,218.65,megawatthours
2019-10,57220,Solar Photovoltaic Project #06,SUN,Solar,CA,California,PV,218.65,megawatthours
2019-10,57221,Solar Photovoltaic Project #07,SUN,Solar,CA,California,ALL,280.05,megawatthours
2019-10,57221,Solar Photovoltaic Project #07,SUN,Solar,CA,California,PV,280.05,megawatthours
2019-10,57222,Solar Photovoltaic Project #08,SUN,Solar,CA,California,ALL,115.87,megawatthours
2019-10,57222,Solar Photovoltaic Project #08,SUN,Solar,CA,California,PV,115.87,megawatthours
2019-10,57223,Solar Photovoltaic Project #09,SUN,Solar,CA,California,ALL,79.01,megawatthours
2020-05,10439,SEGS III,SUN,Solar,CA,California,ALL,0.0,megawatthours
2020-05,10439,SEGS III,SUN,Solar,CA,California,ST,0.0,megawatthours
2020-05,10440,SEGS IV,SUN,Solar,CA,California,ALL,0.0,megawatthours
2020-05,10440,SEGS IV,SUN,Solar,CA,California,ST,0.0,megawatthours
2020-06,59525,Wright Solar Park,SUN,Solar,CA,California,ALL,63763.0,megawatthours
2020-06,59525,Wright Solar Park,SUN,Solar,CA,California,PV,63763.0,megawatthours
2020-06,59531,Borden Solar Farm,SUN,Solar,CA,California,ALL,8654.0,megawatthours
2020-06,59531,Borden Solar Farm,SUN,Solar,CA,California,PV,8654.0,megawatthours
2021-06,57695,Topaz Solar Farm,SUN,Solar,CA,California,ALL,129930.0,megawatthours
2021-06,57695,Topaz Solar Farm,SUN,Solar,CA,California,PV,129930.0,megawatthours
2021-06,63932,Titan Solar 1 (CA),SUN,Solar,CA,California,ALL,19729.0,megawatthours
2020-06,62004,San Pablo Raceway,SUN,Solar,CA,California,ALL,31368.0,megawatthours
2020-06,62004,San Pablo Raceway,SUN,Solar,CA,California,PV,31368.0,megawatthours
2021-06,61750,Wistaria Ranch Solar,SUN,Solar,CA,California,ALL,27982.0,megawatthours
2020-05,60491,Springbok 3 Solar Farm Hybrid,SUN,Solar,CA,California,ALL,28276.0,megawatthours
2020-05,60491,Springbok 3 Solar Farm Hybrid,SUN,Solar,CA,California,PV,28276.0,megawatthours
2019-10,57223,Solar Photovoltaic Project #09,SUN,Solar,CA,California,PV,79.01,megawatthours
2019-10,57224,Solar Photovoltaic Project #10,SUN,Solar,CA,California,ALL,36.51,megawatthours
2019-10,57224,Solar Photovoltaic Project #10,SUN,Solar,CA,California,PV,36.51,megawatthours
2019-10,57225,Solar Photovoltaic Project #11,SUN,Solar,CA,California,ALL,401.56,megawatthours
2019-10,57225,Solar Photovoltaic Project #11,SUN,Solar,CA,California,PV,401.56,megawatthours
2019-10,58609,Industry Solar Power Generation Station 1 LLC,SUN,Solar,CA,California,ALL,363.32,megawatthours
2019-10,58609,Industry Solar Power Generation Station 1 LLC,SUN,Solar,CA,California,PV,363.32,megawatthours
2019-10,58610,Navajo Solar Power Generation Station 1 LLC,SUN,Solar,CA,California,ALL,374.16,megawatthours
2019-10,58610,Navajo Solar Power Generation Station 1 LLC,SUN,Solar,CA,California,PV,374.16,megawatthours
2019-10,58611,Powhatan Solar Power Generation Station 1 LLC,SUN,Solar,CA,California,ALL,376.67,megawatthours
2019-10,58611,Powhatan Solar Power Generation Station 1 LLC,SUN,Solar,CA,California,PV,376.67,megawatthours
2019-10,58612,Otoe Solar Power Generation Station 1 LLC,SUN,Solar,CA,California,ALL,303.04,megawatthours
2019-10,58612,Otoe Solar Power Generation Station 1 LLC,SUN,Solar,CA,California,PV,303.04,megawatthours
2019-10,58616,Westlands Solar PV Farm,SUN,Solar,CA,California,ALL,3716.77,megawatthours
2019-10,58616,Westlands Solar PV Farm,SUN,Solar,CA,California,PV,3716.77,megawatthours
2019-10,58621,Sol Orchard El Centro PV,SUN,Solar,CA,California,ALL,4050.86,megawatthours
2019-10,58621,Sol Orchard El Centro PV,SUN,Solar,CA,California,PV,4050.86,megawatthours
2020-05,10441,SEGS V,SUN,Solar,CA,California,ALL,0.0,megawatthours
2020-05,10441,SEGS V,SUN,Solar,CA,California,ST,0.0,megawatthours
2020-05,10442,SEGS VI,SUN,Solar,CA,California,ALL,0.0,megawatthours
2020-05,10442,SEGS VI,SUN,Solar,CA,California,ST,0.0,megawatthours
2020-05,10443,SEGS VII,SUN,Solar,CA,California,ALL,0.0,megawatthours
2020-05,10443,SEGS VII,SUN,Solar,CA,California,ST,0.0,megawatthours
2020-05,10444,SEGS VIII,SUN,Solar,CA,California,ALL,17054.0,megawatthours
2020-05,10444,SEGS VIII,SUN,Solar,CA,California,ST,17054.0,megawatthours
2020-05,10446,SEGS IX,SUN,Solar,CA,California,ALL,19195.0,megawatthours
2020-05,10446,SEGS IX,SUN,Solar,CA,California,ST,19195.0,megawatthours
2020-05,63545,Chevron - Lost Hills Hybrid,SUN,Solar,CA,California,ALL,8861.0,megawatthours
2020-05,63545,Chevron - Lost Hills Hybrid,SUN,Solar,CA,California,PV,8861.0,megawatthours
2021-06,63932,Titan Solar 1 (CA),SUN,Solar,CA,California,PV,19729.0,megawatthours
2021-06,63940,Central 40,SUN,Solar,CA,California,ALL,12139.0,megawatthours
2021-06,63940,Central 40,SUN,Solar,CA,California,PV,12139.0,megawatthours
2020-05,62288,"Valentine Solar, LLC",SUN,Solar,CA,California,ALL,24447.0,megawatthours
2020-05,62288,"Valentine Solar, LLC",SUN,Solar,CA,California,PV,24447.0,megawatthours
2020-06,62052,Citizens Imperial Solar,SUN,Solar,CA,California,ALL,9167.0,megawatthours
2020-06,62052,Citizens Imperial Solar,SUN,Solar,CA,California,PV,9167.0,megawatthours
2021-06,58169,CSUF Trigeneration,SUN,Solar,CA,California,ALL,816.0,megawatthours
2021-06,58169,CSUF Trigeneration,SUN,Solar,CA,California,PV,816.0,megawatthours
2021-06,61750,Wistaria Ranch Solar,SUN,Solar,CA,California,PV,27982.0,megawatthours
2019-10,58625,Santa Rita Jail Hybrid,SUN,Solar,CA,California,ALL,266.96,megawatthours
2019-10,58625,Santa Rita Jail Hybrid,SUN,Solar,CA,California,PV,266.96,megawatthours
2019-10,58626,Western Antelope Blue Sky Ranch A,SUN,Solar,CA,California,ALL,4460.92,megawatthours
2019-10,58626,Western Antelope Blue Sky Ranch A,SUN,Solar,CA,California,PV,4460.92,megawatthours
2019-10,58627,Western Antelope Dry Ranch,SUN,Solar,CA,California,ALL,2309.56,megawatthours
2019-10,58627,Western Antelope Dry Ranch,SUN,Solar,CA,California,PV,2309.56,megawatthours
2019-10,58633,Monterey Regional Water Pollution Control Agency,SUN,Solar,CA,California,ALL,95.06,megawatthours
2019-10,58633,Monterey Regional Water Pollution Control Agency,SUN,Solar,CA,California,PV,95.06,megawatthours
2019-10,58634,Lancaster Baptist Church,SUN,Solar,CA,California,ALL,178.06,megawatthours
2019-10,58634,Lancaster Baptist Church,SUN,Solar,CA,California,PV,178.06,megawatthours
2019-10,58636,Sacramento Fairbain Water Treatment Plant,SUN,Solar,CA,California,ALL,104.42,megawatthours
2019-10,58636,Sacramento Fairbain Water Treatment Plant,SUN,Solar,CA,California,PV,104.42,megawatthours
2019-10,58642,Tulare 1 and 2,SUN,Solar,CA,California,ALL,451.78,megawatthours
2019-10,58642,Tulare 1 and 2,SUN,Solar,CA,California,PV,451.78,megawatthours
2019-10,58646,Stateline Solar,SUN,Solar,CA,California,ALL,55867.14,megawatthours
2019-10,58646,Stateline Solar,SUN,Solar,CA,California,PV,55867.14,megawatthours
2020-07,60033,"CA Flats Solar 130, LLC",SUN,Solar,CA,California,ALL,43014.0,megawatthours
2020-07,60033,"CA Flats Solar 130, LLC",SUN,Solar,CA,California,PV,43014.0,megawatthours
2020-07,60034,"CA Flats Solar 150, LLC",SUN,Solar,CA,California,ALL,48382.0,megawatthours
2020-07,60034,"CA Flats Solar 150, LLC",SUN,Solar,CA,California,PV,48382.0,megawatthours
2020-07,60043,"Cuyama Solar, LLC",SUN,Solar,CA,California,ALL,11208.0,megawatthours
2020-07,60043,"Cuyama Solar, LLC",SUN,Solar,CA,California,PV,11208.0,megawatthours
2020-07,60491,Springbok 3 Solar Farm Hybrid,SUN,Solar,CA,California,ALL,30828.0,megawatthours
2020-07,60491,Springbok 3 Solar Farm Hybrid,SUN,Solar,CA,California,PV,30828.0,megawatthours
2020-07,63545,Chevron - Lost Hills Hybrid,SUN,Solar,CA,California,ALL,8350.65,megawatthours
2020-07,63545,Chevron - Lost Hills Hybrid,SUN,Solar,CA,California,PV,8350.65,megawatthours
2021-06,59870,"Little Bear Solar 1, LLC",SUN,Solar,CA,California,ALL,11989.0,megawatthours
2020-07,59525,Wright Solar Park,SUN,Solar,CA,California,ALL,12782.0,megawatthours
2020-07,59525,Wright Solar Park,SUN,Solar,CA,California,PV,12782.0,megawatthours
2020-07,59531,Borden Solar Farm,SUN,Solar,CA,California,ALL,13160.0,megawatthours
2020-07,59531,Borden Solar Farm,SUN,Solar,CA,California,PV,13160.0,megawatthours
2020-08,59879,North Rosamond Solar LLC,SUN,Solar,CA,California,ALL,39987.0,megawatthours
2020-08,59879,North Rosamond Solar LLC,SUN,Solar,CA,California,PV,39987.0,megawatthours
2020-08,59940,"Great Valley Solar Portfolio Holdings, LLC",SUN,Solar,CA,California,ALL,52392.0,megawatthours
2020-08,59940,"Great Valley Solar Portfolio Holdings, LLC",SUN,Solar,CA,California,PV,52392.0,megawatthours
2021-06,61353,Mount Signal Solar Farm II,SUN,Solar,CA,California,ALL,35360.0,megawatthours
2021-06,61353,Mount Signal Solar Farm II,SUN,Solar,CA,California,PV,35360.0,megawatthours
2021-06,59870,"Little Bear Solar 1, LLC",SUN,Solar,CA,California,PV,11989.0,megawatthours
2021-06,59879,North Rosamond Solar LLC,SUN,Solar,CA,California,ALL,44159.0,megawatthours
2021-06,59879,North Rosamond Solar LLC,SUN,Solar,CA,California,PV,44159.0,megawatthours
2019-10,57359,Avenal Park,SUN,Solar,CA,California,ALL,895.58,megawatthours
2019-10,57359,Avenal Park,SUN,Solar,CA,California,PV,895.58,megawatthours
2019-10,57360,Sun City Project LLC,SUN,Solar,CA,California,ALL,2810.86,megawatthours
2019-10,57360,Sun City Project LLC,SUN,Solar,CA,California,PV,2810.86,megawatthours
2019-10,57361,Sand Drag LLC,SUN,Solar,CA,California,ALL,2753.54,megawatthours
2019-10,57361,Sand Drag LLC,SUN,Solar,CA,California,PV,2753.54,megawatthours
2019-10,57378,AV Solar Ranch One,SUN,Solar,CA,California,ALL,45567.0,megawatthours
2019-10,57378,AV Solar Ranch One,SUN,Solar,CA,California,PV,45567.0,megawatthours
2020-08,59964,Elevation Solar C,SUN,Solar,CA,California,ALL,10817.0,megawatthours
2020-08,59964,Elevation Solar C,SUN,Solar,CA,California,PV,10817.0,megawatthours
